DateKey,Date,Day,Month,MonthShort,MonthN0,Quarter,Year,Semester
20210624,6/24/2021,Thursday,June,Jun,6,2,2021,1
20210625,6/25/2021,Friday,June,Jun,6,2,2021,1
20210626,6/26/2021,Saturday,June,Jun,6,2,2021,1
20210627,6/27/2021,Sunday,June,Jun,6,2,2021,1
20210628,6/28/2021,Monday,June,Jun,6,2,2021,1
20210629,6/29/2021,Tuesday,June,Jun,6,2,2021,1
20210630,6/30/2021,Wednesday,June,Jun,6,2,2021,1
20210701,7/1/2021,Thursday,July,Jul,7,3,2021,2
20210702,7/2/2021,Friday,July,Jul,7,3,2021,2
20210703,7/3/2021,Saturday,July,Jul,7,3,2021,2
20210704,7/4/2021,Sunday,July,Jul,7,3,2021,2
20210705,7/5/2021,Monday,July,Jul,7,3,2021,2
20210706,7/6/2021,Tuesday,July,Jul,7,3,2021,2
20210707,7/7/2021,Wednesday,July,Jul,7,3,2021,2
20210708,7/8/2021,Thursday,July,Jul,7,3,2021,2
20210709,7/9/2021,Friday,July,Jul,7,3,2021,2
20210710,7/10/2021,Saturday,July,Jul,7,3,2021,2
20210711,7/11/2021,Sunday,July,Jul,7,3,2021,2
20210712,7/12/2021,Monday,July,Jul,7,3,2021,2
20210713,7/13/2021,Tuesday,July,Jul,7,3,2021,2
20210714,7/14/2021,Wednesday,July,Jul,7,3,2021,2
20210715,7/15/2021,Thursday,July,Jul,7,3,2021,2
20210716,7/16/2021,Friday,July,Jul,7,3,2021,2
20210717,7/17/2021,Saturday,July,Jul,7,3,2021,2
20210718,7/18/2021,Sunday,July,Jul,7,3,2021,2
20210719,7/19/2021,Monday,July,Jul,7,3,2021,2
20210720,7/20/2021,Tuesday,July,Jul,7,3,2021,2
20210721,7/21/2021,Wednesday,July,Jul,7,3,2021,2
20210722,7/22/2021,Thursday,July,Jul,7,3,2021,2
20210723,7/23/2021,Friday,July,Jul,7,3,2021,2
20210724,7/24/2021,Saturday,July,Jul,7,3,2021,2
20210725,7/25/2021,Sunday,July,Jul,7,3,2021,2
20210726,7/26/2021,Monday,July,Jul,7,3,2021,2
20210727,7/27/2021,Tuesday,July,Jul,7,3,2021,2
20210728,7/28/2021,Wednesday,July,Jul,7,3,2021,2
20210729,7/29/2021,Thursday,July,Jul,7,3,2021,2
20210730,7/30/2021,Friday,July,Jul,7,3,2021,2
20210731,7/31/2021,Saturday,July,Jul,7,3,2021,2
20210801,8/1/2021,Sunday,August,Aug,8,3,2021,2
20210802,8/2/2021,Monday,August,Aug,8,3,2021,2
20210803,8/3/2021,Tuesday,August,Aug,8,3,2021,2
20210804,8/4/2021,Wednesday,August,Aug,8,3,2021,2
20210805,8/5/2021,Thursday,August,Aug,8,3,2021,2
20210806,8/6/2021,Friday,August,Aug,8,3,2021,2
20210807,8/7/2021,Saturday,August,Aug,8,3,2021,2
20210808,8/8/2021,Sunday,August,Aug,8,3,2021,2
20210809,8/9/2021,Monday,August,Aug,8,3,2021,2
20210810,8/10/2021,Tuesday,August,Aug,8,3,2021,2
20210811,8/11/2021,Wednesday,August,Aug,8,3,2021,2
20210812,8/12/2021,Thursday,August,Aug,8,3,2021,2
20210813,8/13/2021,Friday,August,Aug,8,3,2021,2
20210814,8/14/2021,Saturday,August,Aug,8,3,2021,2
20210815,8/15/2021,Sunday,August,Aug,8,3,2021,2
20210816,8/16/2021,Monday,August,Aug,8,3,2021,2
20210817,8/17/2021,Tuesday,August,Aug,8,3,2021,2
20210818,8/18/2021,Wednesday,August,Aug,8,3,2021,2
20210819,8/19/2021,Thursday,August,Aug,8,3,2021,2
20210820,8/20/2021,Friday,August,Aug,8,3,2021,2
20210821,8/21/2021,Saturday,August,Aug,8,3,2021,2
20210822,8/22/2021,Sunday,August,Aug,8,3,2021,2
20210823,8/23/2021,Monday,August,Aug,8,3,2021,2
20210824,8/24/2021,Tuesday,August,Aug,8,3,2021,2
20210825,8/25/2021,Wednesday,August,Aug,8,3,2021,2
20210826,8/26/2021,Thursday,August,Aug,8,3,2021,2
20210827,8/27/2021,Friday,August,Aug,8,3,2021,2
20210828,8/28/2021,Saturday,August,Aug,8,3,2021,2
20210829,8/29/2021,Sunday,August,Aug,8,3,2021,2
20210830,8/30/2021,Monday,August,Aug,8,3,2021,2
20210831,8/31/2021,Tuesday,August,Aug,8,3,2021,2
20210901,9/1/2021,Wednesday,September,Sep,9,3,2021,2
20210902,9/2/2021,Thursday,September,Sep,9,3,2021,2
20210903,9/3/2021,Friday,September,Sep,9,3,2021,2
20210904,9/4/2021,Saturday,September,Sep,9,3,2021,2
20210905,9/5/2021,Sunday,September,Sep,9,3,2021,2
20210906,9/6/2021,Monday,September,Sep,9,3,2021,2
20210907,9/7/2021,Tuesday,September,Sep,9,3,2021,2
20210908,9/8/2021,Wednesday,September,Sep,9,3,2021,2
20210909,9/9/2021,Thursday,September,Sep,9,3,2021,2
20210910,9/10/2021,Friday,September,Sep,9,3,2021,2
20210911,9/11/2021,Saturday,September,Sep,9,3,2021,2
20210912,9/12/2021,Sunday,September,Sep,9,3,2021,2
20210913,9/13/2021,Monday,September,Sep,9,3,2021,2
20210914,9/14/2021,Tuesday,September,Sep,9,3,2021,2
20210915,9/15/2021,Wednesday,September,Sep,9,3,2021,2
20210916,9/16/2021,Thursday,September,Sep,9,3,2021,2
20210917,9/17/2021,Friday,September,Sep,9,3,2021,2
20210918,9/18/2021,Saturday,September,Sep,9,3,2021,2
20210919,9/19/2021,Sunday,September,Sep,9,3,2021,2
20210920,9/20/2021,Monday,September,Sep,9,3,2021,2
20210921,9/21/2021,Tuesday,September,Sep,9,3,2021,2
20210922,9/22/2021,Wednesday,September,Sep,9,3,2021,2
20210923,9/23/2021,Thursday,September,Sep,9,3,2021,2
20210924,9/24/2021,Friday,September,Sep,9,3,2021,2
20210925,9/25/2021,Saturday,September,Sep,9,3,2021,2
20210926,9/26/2021,Sunday,September,Sep,9,3,2021,2
20210927,9/27/2021,Monday,September,Sep,9,3,2021,2
20210928,9/28/2021,Tuesday,September,Sep,9,3,2021,2
20210929,9/29/2021,Wednesday,September,Sep,9,3,2021,2
20210930,9/30/2021,Thursday,September,Sep,9,3,2021,2
20211001,10/1/2021,Friday,October,Oct,10,4,2021,2
20211002,10/2/2021,Saturday,October,Oct,10,4,2021,2
20211003,10/3/2021,Sunday,October,Oct,10,4,2021,2
20211004,10/4/2021,Monday,October,Oct,10,4,2021,2
20211005,10/5/2021,Tuesday,October,Oct,10,4,2021,2
20211006,10/6/2021,Wednesday,October,Oct,10,4,2021,2
20211007,10/7/2021,Thursday,October,Oct,10,4,2021,2
20211008,10/8/2021,Friday,October,Oct,10,4,2021,2
20211009,10/9/2021,Saturday,October,Oct,10,4,2021,2
20211010,10/10/2021,Sunday,October,Oct,10,4,2021,2
20211011,10/11/2021,Monday,October,Oct,10,4,2021,2
20211012,10/12/2021,Tuesday,October,Oct,10,4,2021,2
20211013,10/13/2021,Wednesday,October,Oct,10,4,2021,2
20211014,10/14/2021,Thursday,October,Oct,10,4,2021,2
20211015,10/15/2021,Friday,October,Oct,10,4,2021,2
20211016,10/16/2021,Saturday,October,Oct,10,4,2021,2
20211017,10/17/2021,Sunday,October,Oct,10,4,2021,2
20211018,10/18/2021,Monday,October,Oct,10,4,2021,2
20211019,10/19/2021,Tuesday,October,Oct,10,4,2021,2
20211020,10/20/2021,Wednesday,October,Oct,10,4,2021,2
20211021,10/21/2021,Thursday,October,Oct,10,4,2021,2
20211022,10/22/2021,Friday,October,Oct,10,4,2021,2
20211023,10/23/2021,Saturday,October,Oct,10,4,2021,2
20211024,10/24/2021,Sunday,October,Oct,10,4,2021,2
20211025,10/25/2021,Monday,October,Oct,10,4,2021,2
20211026,10/26/2021,Tuesday,October,Oct,10,4,2021,2
20211027,10/27/2021,Wednesday,October,Oct,10,4,2021,2
20211028,10/28/2021,Thursday,October,Oct,10,4,2021,2
20211029,10/29/2021,Friday,October,Oct,10,4,2021,2
20211030,10/30/2021,Saturday,October,Oct,10,4,2021,2
20211031,10/31/2021,Sunday,October,Oct,10,4,2021,2
20211101,11/1/2021,Monday,November,Nov,11,4,2021,2
20211102,11/2/2021,Tuesday,November,Nov,11,4,2021,2
20211103,11/3/2021,Wednesday,November,Nov,11,4,2021,2
20211104,11/4/2021,Thursday,November,Nov,11,4,2021,2
20211105,11/5/2021,Friday,November,Nov,11,4,2021,2
20211106,11/6/2021,Saturday,November,Nov,11,4,2021,2
20211107,11/7/2021,Sunday,November,Nov,11,4,2021,2
20211108,11/8/2021,Monday,November,Nov,11,4,2021,2
20211109,11/9/2021,Tuesday,November,Nov,11,4,2021,2
20211110,11/10/2021,Wednesday,November,Nov,11,4,2021,2
20211111,11/11/2021,Thursday,November,Nov,11,4,2021,2
20211112,11/12/2021,Friday,November,Nov,11,4,2021,2
20211113,11/13/2021,Saturday,November,Nov,11,4,2021,2
20211114,11/14/2021,Sunday,November,Nov,11,4,2021,2
20211115,11/15/2021,Monday,November,Nov,11,4,2021,2
20211116,11/16/2021,Tuesday,November,Nov,11,4,2021,2
20211117,11/17/2021,Wednesday,November,Nov,11,4,2021,2
20211118,11/18/2021,Thursday,November,Nov,11,4,2021,2
20211119,11/19/2021,Friday,November,Nov,11,4,2021,2
20211120,11/20/2021,Saturday,November,Nov,11,4,2021,2
20211121,11/21/2021,Sunday,November,Nov,11,4,2021,2
20211122,11/22/2021,Monday,November,Nov,11,4,2021,2
20211123,11/23/2021,Tuesday,November,Nov,11,4,2021,2
20211124,11/24/2021,Wednesday,November,Nov,11,4,2021,2
20211125,11/25/2021,Thursday,November,Nov,11,4,2021,2
20211126,11/26/2021,Friday,November,Nov,11,4,2021,2
20211127,11/27/2021,Saturday,November,Nov,11,4,2021,2
20211128,11/28/2021,Sunday,November,Nov,11,4,2021,2
20211129,11/29/2021,Monday,November,Nov,11,4,2021,2
20211130,11/30/2021,Tuesday,November,Nov,11,4,2021,2
20211201,12/1/2021,Wednesday,December,Dec,12,4,2021,2
20211202,12/2/2021,Thursday,December,Dec,12,4,2021,2
20211203,12/3/2021,Friday,December,Dec,12,4,2021,2
20211204,12/4/2021,Saturday,December,Dec,12,4,2021,2
20211205,12/5/2021,Sunday,December,Dec,12,4,2021,2
20211206,12/6/2021,Monday,December,Dec,12,4,2021,2
20211207,12/7/2021,Tuesday,December,Dec,12,4,2021,2
20211208,12/8/2021,Wednesday,December,Dec,12,4,2021,2
20211209,12/9/2021,Thursday,December,Dec,12,4,2021,2
20211210,12/10/2021,Friday,December,Dec,12,4,2021,2
20211211,12/11/2021,Saturday,December,Dec,12,4,2021,2
20211212,12/12/2021,Sunday,December,Dec,12,4,2021,2
20211213,12/13/2021,Monday,December,Dec,12,4,2021,2
20211214,12/14/2021,Tuesday,December,Dec,12,4,2021,2
20211215,12/15/2021,Wednesday,December,Dec,12,4,2021,2
20211216,12/16/2021,Thursday,December,Dec,12,4,2021,2
20211217,12/17/2021,Friday,December,Dec,12,4,2021,2
20211218,12/18/2021,Saturday,December,Dec,12,4,2021,2
20211219,12/19/2021,Sunday,December,Dec,12,4,2021,2
20211220,12/20/2021,Monday,December,Dec,12,4,2021,2
20211221,12/21/2021,Tuesday,December,Dec,12,4,2021,2
20211222,12/22/2021,Wednesday,December,Dec,12,4,2021,2
20211223,12/23/2021,Thursday,December,Dec,12,4,2021,2
20211224,12/24/2021,Friday,December,Dec,12,4,2021,2
20211225,12/25/2021,Saturday,December,Dec,12,4,2021,2
20211226,12/26/2021,Sunday,December,Dec,12,4,2021,2
20211227,12/27/2021,Monday,December,Dec,12,4,2021,2
20211228,12/28/2021,Tuesday,December,Dec,12,4,2021,2
20211229,12/29/2021,Wednesday,December,Dec,12,4,2021,2
20211230,12/30/2021,Thursday,December,Dec,12,4,2021,2
